setting ^dummy=dummy
setting ^_ignored=[]
I0611 12:35:04.855336 139897657034560 tpu_client.py:54] Starting the local TPU driver.
I0611 12:35:04.862223 139897657034560 xla_bridge.py:212] Unable to initialize backend 'tpu_driver': Not found: Unable to find driver in registry given worker: local://
I0611 12:35:04.862595 139897657034560 xla_bridge.py:212] Unable to initialize backend 'gpu': Not found: Could not find registered platform with name: "cuda". Available platform names are: Interpreter Host
I0611 12:35:04.866255 139897657034560 xla_bridge.py:212] Unable to initialize backend 'tpu': Invalid argument: TpuPlatform is not available.
W0611 12:35:04.866482 139897657034560 xla_bridge.py:215] No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
I0611 12:35:07.143729 139897657034560 terminal_logging.py:55] episode = 1 | episode_len = 9 | episode_return = -1.0000 | steps = 9 | total_regret = 2.0000 | total_return = -1.0000
I0611 12:39:12.591672 139897657034560 terminal_logging.py:55] episode = 6235 | episode_len = 9 | episode_return = 1.0000 | steps = 56115 | total_regret = 746.0000 | total_return = 5489.0000
I0611 12:39:12.591672 139897657034560 terminal_logging.py:55] episode = 6235 | episode_len = 9 | episode_return = 1.0000 | steps = 56115 | total_regret = 746.0000 | total_return = 5489.0000
I0611 12:39:12.630279 139897657034560 terminal_logging.py:55] episode = 6236 | episode_len = 9 | episode_return = 1.0000 | steps = 56124 | total_regret = 746.0000 | total_return = 5490.0000
I0611 12:39:12.630279 139897657034560 terminal_logging.py:55] episode = 6236 | episode_len = 9 | episode_return = 1.0000 | steps = 56124 | total_regret = 746.0000 | total_return = 5490.0000
I0611 12:39:12.668458 139897657034560 terminal_logging.py:55] episode = 6237 | episode_len = 9 | episode_return = 1.0000 | steps = 56133 | total_regret = 746.0000 | total_return = 5491.0000
I0611 12:39:12.668458 139897657034560 terminal_logging.py:55] episode = 6237 | episode_len = 9 | episode_return = 1.0000 | steps = 56133 | total_regret = 746.0000 | total_return = 5491.0000
I0611 12:39:12.702248 139897657034560 terminal_logging.py:55] episode = 6238 | episode_len = 9 | episode_return = 1.0000 | steps = 56142 | total_regret = 746.0000 | total_return = 5492.0000
I0611 12:39:12.702248 139897657034560 terminal_logging.py:55] episode = 6238 | episode_len = 9 | episode_return = 1.0000 | steps = 56142 | total_regret = 746.0000 | total_return = 5492.0000
I0611 12:39:12.734820 139897657034560 terminal_logging.py:55] episode = 6239 | episode_len = 9 | episode_return = 1.0000 | steps = 56151 | total_regret = 746.0000 | total_return = 5493.0000
I0611 12:39:12.734820 139897657034560 terminal_logging.py:55] episode = 6239 | episode_len = 9 | episode_return = 1.0000 | steps = 56151 | total_regret = 746.0000 | total_return = 5493.0000
I0611 12:39:12.769140 139897657034560 terminal_logging.py:55] episode = 6240 | episode_len = 9 | episode_return = -1.0000 | steps = 56160 | total_regret = 748.0000 | total_return = 5492.0000
I0611 12:39:12.769140 139897657034560 terminal_logging.py:55] episode = 6240 | episode_len = 9 | episode_return = -1.0000 | steps = 56160 | total_regret = 748.0000 | total_return = 5492.0000
I0611 12:39:12.830597 139897657034560 terminal_logging.py:55] episode = 6241 | episode_len = 9 | episode_return = 1.0000 | steps = 56169 | total_regret = 748.0000 | total_return = 5493.0000
I0611 12:39:12.830597 139897657034560 terminal_logging.py:55] episode = 6241 | episode_len = 9 | episode_return = 1.0000 | steps = 56169 | total_regret = 748.0000 | total_return = 5493.0000
I0611 12:39:12.867351 139897657034560 terminal_logging.py:55] episode = 6242 | episode_len = 9 | episode_return = 1.0000 | steps = 56178 | total_regret = 748.0000 | total_return = 5494.0000
I0611 12:39:12.867351 139897657034560 terminal_logging.py:55] episode = 6242 | episode_len = 9 | episode_return = 1.0000 | steps = 56178 | total_regret = 748.0000 | total_return = 5494.0000
I0611 12:39:12.903507 139897657034560 terminal_logging.py:55] episode = 6243 | episode_len = 9 | episode_return = 1.0000 | steps = 56187 | total_regret = 748.0000 | total_return = 5495.0000
I0611 12:39:12.903507 139897657034560 terminal_logging.py:55] episode = 6243 | episode_len = 9 | episode_return = 1.0000 | steps = 56187 | total_regret = 748.0000 | total_return = 5495.0000
I0611 12:39:12.941832 139897657034560 terminal_logging.py:55] episode = 6244 | episode_len = 9 | episode_return = 1.0000 | steps = 56196 | total_regret = 748.0000 | total_return = 5496.0000
I0611 12:39:12.941832 139897657034560 terminal_logging.py:55] episode = 6244 | episode_len = 9 | episode_return = 1.0000 | steps = 56196 | total_regret = 748.0000 | total_return = 5496.0000
I0611 12:39:12.980763 139897657034560 terminal_logging.py:55] episode = 6245 | episode_len = 9 | episode_return = 1.0000 | steps = 56205 | total_regret = 748.0000 | total_return = 5497.0000
I0611 12:39:12.980763 139897657034560 terminal_logging.py:55] episode = 6245 | episode_len = 9 | episode_return = 1.0000 | steps = 56205 | total_regret = 748.0000 | total_return = 5497.0000
I0611 12:39:13.017049 139897657034560 terminal_logging.py:55] episode = 6246 | episode_len = 9 | episode_return = 1.0000 | steps = 56214 | total_regret = 748.0000 | total_return = 5498.0000
I0611 12:39:13.017049 139897657034560 terminal_logging.py:55] episode = 6246 | episode_len = 9 | episode_return = 1.0000 | steps = 56214 | total_regret = 748.0000 | total_return = 5498.0000
I0611 12:39:13.052689 139897657034560 terminal_logging.py:55] episode = 6247 | episode_len = 9 | episode_return = 1.0000 | steps = 56223 | total_regret = 748.0000 | total_return = 5499.0000
I0611 12:39:13.052689 139897657034560 terminal_logging.py:55] episode = 6247 | episode_len = 9 | episode_return = 1.0000 | steps = 56223 | total_regret = 748.0000 | total_return = 5499.0000
I0611 12:39:13.086317 139897657034560 terminal_logging.py:55] episode = 6248 | episode_len = 9 | episode_return = 1.0000 | steps = 56232 | total_regret = 748.0000 | total_return = 5500.0000
I0611 12:39:13.086317 139897657034560 terminal_logging.py:55] episode = 6248 | episode_len = 9 | episode_return = 1.0000 | steps = 56232 | total_regret = 748.0000 | total_return = 5500.0000
I0611 12:39:13.124027 139897657034560 terminal_logging.py:55] episode = 6249 | episode_len = 9 | episode_return = 1.0000 | steps = 56241 | total_regret = 748.0000 | total_return = 5501.0000
I0611 12:39:13.124027 139897657034560 terminal_logging.py:55] episode = 6249 | episode_len = 9 | episode_return = 1.0000 | steps = 56241 | total_regret = 748.0000 | total_return = 5501.0000
I0611 12:39:13.157721 139897657034560 terminal_logging.py:55] episode = 6250 | episode_len = 9 | episode_return = 1.0000 | steps = 56250 | total_regret = 748.0000 | total_return = 5502.0000
I0611 12:39:13.157721 139897657034560 terminal_logging.py:55] episode = 6250 | episode_len = 9 | episode_return = 1.0000 | steps = 56250 | total_regret = 748.0000 | total_return = 5502.0000
I0611 12:39:13.191548 139897657034560 terminal_logging.py:55] episode = 6251 | episode_len = 9 | episode_return = -1.0000 | steps = 56259 | total_regret = 750.0000 | total_return = 5501.0000
I0611 12:39:13.191548 139897657034560 terminal_logging.py:55] episode = 6251 | episode_len = 9 | episode_return = -1.0000 | steps = 56259 | total_regret = 750.0000 | total_return = 5501.0000
I0611 12:39:13.224757 139897657034560 terminal_logging.py:55] episode = 6252 | episode_len = 9 | episode_return = 1.0000 | steps = 56268 | total_regret = 750.0000 | total_return = 5502.0000
I0611 12:39:13.224757 139897657034560 terminal_logging.py:55] episode = 6252 | episode_len = 9 | episode_return = 1.0000 | steps = 56268 | total_regret = 750.0000 | total_return = 5502.0000
I0611 12:39:13.299007 139897657034560 terminal_logging.py:55] episode = 6253 | episode_len = 9 | episode_return = 1.0000 | steps = 56277 | total_regret = 750.0000 | total_return = 5503.0000
I0611 12:39:13.299007 139897657034560 terminal_logging.py:55] episode = 6253 | episode_len = 9 | episode_return = 1.0000 | steps = 56277 | total_regret = 750.0000 | total_return = 5503.0000
I0611 12:39:13.361201 139897657034560 terminal_logging.py:55] episode = 6254 | episode_len = 9 | episode_return = 1.0000 | steps = 56286 | total_regret = 750.0000 | total_return = 5504.0000
I0611 12:39:13.361201 139897657034560 terminal_logging.py:55] episode = 6254 | episode_len = 9 | episode_return = 1.0000 | steps = 56286 | total_regret = 750.0000 | total_return = 5504.0000
I0611 12:39:13.396567 139897657034560 terminal_logging.py:55] episode = 6255 | episode_len = 9 | episode_return = 1.0000 | steps = 56295 | total_regret = 750.0000 | total_return = 5505.0000
I0611 12:39:13.396567 139897657034560 terminal_logging.py:55] episode = 6255 | episode_len = 9 | episode_return = 1.0000 | steps = 56295 | total_regret = 750.0000 | total_return = 5505.0000
I0611 12:39:13.431780 139897657034560 terminal_logging.py:55] episode = 6256 | episode_len = 9 | episode_return = 1.0000 | steps = 56304 | total_regret = 750.0000 | total_return = 5506.0000
I0611 12:39:13.431780 139897657034560 terminal_logging.py:55] episode = 6256 | episode_len = 9 | episode_return = 1.0000 | steps = 56304 | total_regret = 750.0000 | total_return = 5506.0000
I0611 12:39:13.475164 139897657034560 terminal_logging.py:55] episode = 6257 | episode_len = 9 | episode_return = 1.0000 | steps = 56313 | total_regret = 750.0000 | total_return = 5507.0000
I0611 12:39:13.475164 139897657034560 terminal_logging.py:55] episode = 6257 | episode_len = 9 | episode_return = 1.0000 | steps = 56313 | total_regret = 750.0000 | total_return = 5507.0000
I0611 12:39:13.522512 139897657034560 terminal_logging.py:55] episode = 6258 | episode_len = 9 | episode_return = 1.0000 | steps = 56322 | total_regret = 750.0000 | total_return = 5508.0000
I0611 12:39:13.522512 139897657034560 terminal_logging.py:55] episode = 6258 | episode_len = 9 | episode_return = 1.0000 | steps = 56322 | total_regret = 750.0000 | total_return = 5508.0000
I0611 12:39:13.565715 139897657034560 terminal_logging.py:55] episode = 6259 | episode_len = 9 | episode_return = 1.0000 | steps = 56331 | total_regret = 750.0000 | total_return = 5509.0000
I0611 12:39:13.565715 139897657034560 terminal_logging.py:55] episode = 6259 | episode_len = 9 | episode_return = 1.0000 | steps = 56331 | total_regret = 750.0000 | total_return = 5509.0000
I0611 12:39:13.601124 139897657034560 terminal_logging.py:55] episode = 6260 | episode_len = 9 | episode_return = -1.0000 | steps = 56340 | total_regret = 752.0000 | total_return = 5508.0000
I0611 12:39:13.601124 139897657034560 terminal_logging.py:55] episode = 6260 | episode_len = 9 | episode_return = -1.0000 | steps = 56340 | total_regret = 752.0000 | total_return = 5508.0000
I0611 12:39:13.636456 139897657034560 terminal_logging.py:55] episode = 6261 | episode_len = 9 | episode_return = 1.0000 | steps = 56349 | total_regret = 752.0000 | total_return = 5509.0000
I0611 12:39:13.636456 139897657034560 terminal_logging.py:55] episode = 6261 | episode_len = 9 | episode_return = 1.0000 | steps = 56349 | total_regret = 752.0000 | total_return = 5509.0000
I0611 12:39:13.671235 139897657034560 terminal_logging.py:55] episode = 6262 | episode_len = 9 | episode_return = 1.0000 | steps = 56358 | total_regret = 752.0000 | total_return = 5510.0000
I0611 12:39:13.671235 139897657034560 terminal_logging.py:55] episode = 6262 | episode_len = 9 | episode_return = 1.0000 | steps = 56358 | total_regret = 752.0000 | total_return = 5510.0000
I0611 12:39:13.705870 139897657034560 terminal_logging.py:55] episode = 6263 | episode_len = 9 | episode_return = 1.0000 | steps = 56367 | total_regret = 752.0000 | total_return = 5511.0000
I0611 12:39:13.705870 139897657034560 terminal_logging.py:55] episode = 6263 | episode_len = 9 | episode_return = 1.0000 | steps = 56367 | total_regret = 752.0000 | total_return = 5511.0000
I0611 12:39:13.740763 139897657034560 terminal_logging.py:55] episode = 6264 | episode_len = 9 | episode_return = 1.0000 | steps = 56376 | total_regret = 752.0000 | total_return = 5512.0000
I0611 12:39:13.740763 139897657034560 terminal_logging.py:55] episode = 6264 | episode_len = 9 | episode_return = 1.0000 | steps = 56376 | total_regret = 752.0000 | total_return = 5512.0000
I0611 12:39:13.774319 139897657034560 terminal_logging.py:55] episode = 6265 | episode_len = 9 | episode_return = 1.0000 | steps = 56385 | total_regret = 752.0000 | total_return = 5513.0000
I0611 12:39:13.774319 139897657034560 terminal_logging.py:55] episode = 6265 | episode_len = 9 | episode_return = 1.0000 | steps = 56385 | total_regret = 752.0000 | total_return = 5513.0000
I0611 12:39:13.809829 139897657034560 terminal_logging.py:55] episode = 6266 | episode_len = 9 | episode_return = 1.0000 | steps = 56394 | total_regret = 752.0000 | total_return = 5514.0000
I0611 12:39:13.809829 139897657034560 terminal_logging.py:55] episode = 6266 | episode_len = 9 | episode_return = 1.0000 | steps = 56394 | total_regret = 752.0000 | total_return = 5514.0000
I0611 12:39:13.867042 139897657034560 terminal_logging.py:55] episode = 6267 | episode_len = 9 | episode_return = 1.0000 | steps = 56403 | total_regret = 752.0000 | total_return = 5515.0000
I0611 12:39:13.867042 139897657034560 terminal_logging.py:55] episode = 6267 | episode_len = 9 | episode_return = 1.0000 | steps = 56403 | total_regret = 752.0000 | total_return = 5515.0000
I0611 12:39:13.902289 139897657034560 terminal_logging.py:55] episode = 6268 | episode_len = 9 | episode_return = 1.0000 | steps = 56412 | total_regret = 752.0000 | total_return = 5516.0000
I0611 12:39:13.902289 139897657034560 terminal_logging.py:55] episode = 6268 | episode_len = 9 | episode_return = 1.0000 | steps = 56412 | total_regret = 752.0000 | total_return = 5516.0000
I0611 12:39:13.937261 139897657034560 terminal_logging.py:55] episode = 6269 | episode_len = 9 | episode_return = 1.0000 | steps = 56421 | total_regret = 752.0000 | total_return = 5517.0000
I0611 12:39:13.937261 139897657034560 terminal_logging.py:55] episode = 6269 | episode_len = 9 | episode_return = 1.0000 | steps = 56421 | total_regret = 752.0000 | total_return = 5517.0000
I0611 12:39:13.972065 139897657034560 terminal_logging.py:55] episode = 6270 | episode_len = 9 | episode_return = 1.0000 | steps = 56430 | total_regret = 752.0000 | total_return = 5518.0000
I0611 12:39:13.972065 139897657034560 terminal_logging.py:55] episode = 6270 | episode_len = 9 | episode_return = 1.0000 | steps = 56430 | total_regret = 752.0000 | total_return = 5518.0000
I0611 12:39:14.007486 139897657034560 terminal_logging.py:55] episode = 6271 | episode_len = 9 | episode_return = 1.0000 | steps = 56439 | total_regret = 752.0000 | total_return = 5519.0000
I0611 12:39:14.007486 139897657034560 terminal_logging.py:55] episode = 6271 | episode_len = 9 | episode_return = 1.0000 | steps = 56439 | total_regret = 752.0000 | total_return = 5519.0000
I0611 12:39:14.043427 139897657034560 terminal_logging.py:55] episode = 6272 | episode_len = 9 | episode_return = 1.0000 | steps = 56448 | total_regret = 752.0000 | total_return = 5520.0000
I0611 12:39:14.043427 139897657034560 terminal_logging.py:55] episode = 6272 | episode_len = 9 | episode_return = 1.0000 | steps = 56448 | total_regret = 752.0000 | total_return = 5520.0000
I0611 12:39:14.079564 139897657034560 terminal_logging.py:55] episode = 6273 | episode_len = 9 | episode_return = 1.0000 | steps = 56457 | total_regret = 752.0000 | total_return = 5521.0000
I0611 12:39:14.079564 139897657034560 terminal_logging.py:55] episode = 6273 | episode_len = 9 | episode_return = 1.0000 | steps = 56457 | total_regret = 752.0000 | total_return = 5521.0000
I0611 12:39:14.115325 139897657034560 terminal_logging.py:55] episode = 6274 | episode_len = 9 | episode_return = 1.0000 | steps = 56466 | total_regret = 752.0000 | total_return = 5522.0000
I0611 12:39:14.115325 139897657034560 terminal_logging.py:55] episode = 6274 | episode_len = 9 | episode_return = 1.0000 | steps = 56466 | total_regret = 752.0000 | total_return = 5522.0000
I0611 12:39:14.148979 139897657034560 terminal_logging.py:55] episode = 6275 | episode_len = 9 | episode_return = 1.0000 | steps = 56475 | total_regret = 752.0000 | total_return = 5523.0000
I0611 12:39:14.148979 139897657034560 terminal_logging.py:55] episode = 6275 | episode_len = 9 | episode_return = 1.0000 | steps = 56475 | total_regret = 752.0000 | total_return = 5523.0000
I0611 12:39:14.187914 139897657034560 terminal_logging.py:55] episode = 6276 | episode_len = 9 | episode_return = 1.0000 | steps = 56484 | total_regret = 752.0000 | total_return = 5524.0000
I0611 12:39:14.187914 139897657034560 terminal_logging.py:55] episode = 6276 | episode_len = 9 | episode_return = 1.0000 | steps = 56484 | total_regret = 752.0000 | total_return = 5524.0000
I0611 12:39:14.240509 139897657034560 terminal_logging.py:55] episode = 6277 | episode_len = 9 | episode_return = 1.0000 | steps = 56493 | total_regret = 752.0000 | total_return = 5525.0000
I0611 12:39:14.240509 139897657034560 terminal_logging.py:55] episode = 6277 | episode_len = 9 | episode_return = 1.0000 | steps = 56493 | total_regret = 752.0000 | total_return = 5525.0000
I0611 12:39:14.276944 139897657034560 terminal_logging.py:55] episode = 6278 | episode_len = 9 | episode_return = 1.0000 | steps = 56502 | total_regret = 752.0000 | total_return = 5526.0000
I0611 12:39:14.276944 139897657034560 terminal_logging.py:55] episode = 6278 | episode_len = 9 | episode_return = 1.0000 | steps = 56502 | total_regret = 752.0000 | total_return = 5526.0000
I0611 12:39:14.312185 139897657034560 terminal_logging.py:55] episode = 6279 | episode_len = 9 | episode_return = 1.0000 | steps = 56511 | total_regret = 752.0000 | total_return = 5527.0000
I0611 12:39:14.312185 139897657034560 terminal_logging.py:55] episode = 6279 | episode_len = 9 | episode_return = 1.0000 | steps = 56511 | total_regret = 752.0000 | total_return = 5527.0000
I0611 12:39:14.413915 139897657034560 terminal_logging.py:55] episode = 6280 | episode_len = 9 | episode_return = -1.0000 | steps = 56520 | total_regret = 754.0000 | total_return = 5526.0000
I0611 12:39:14.413915 139897657034560 terminal_logging.py:55] episode = 6280 | episode_len = 9 | episode_return = -1.0000 | steps = 56520 | total_regret = 754.0000 | total_return = 5526.0000
I0611 12:39:14.499887 139897657034560 terminal_logging.py:55] episode = 6281 | episode_len = 9 | episode_return = 1.0000 | steps = 56529 | total_regret = 754.0000 | total_return = 5527.0000
I0611 12:39:14.499887 139897657034560 terminal_logging.py:55] episode = 6281 | episode_len = 9 | episode_return = 1.0000 | steps = 56529 | total_regret = 754.0000 | total_return = 5527.0000
I0611 12:39:14.554393 139897657034560 terminal_logging.py:55] episode = 6282 | episode_len = 9 | episode_return = 1.0000 | steps = 56538 | total_regret = 754.0000 | total_return = 5528.0000
I0611 12:39:14.554393 139897657034560 terminal_logging.py:55] episode = 6282 | episode_len = 9 | episode_return = 1.0000 | steps = 56538 | total_regret = 754.0000 | total_return = 5528.0000
I0611 12:39:14.594528 139897657034560 terminal_logging.py:55] episode = 6283 | episode_len = 9 | episode_return = 1.0000 | steps = 56547 | total_regret = 754.0000 | total_return = 5529.0000
I0611 12:39:14.594528 139897657034560 terminal_logging.py:55] episode = 6283 | episode_len = 9 | episode_return = 1.0000 | steps = 56547 | total_regret = 754.0000 | total_return = 5529.0000
I0611 12:39:14.630512 139897657034560 terminal_logging.py:55] episode = 6284 | episode_len = 9 | episode_return = 1.0000 | steps = 56556 | total_regret = 754.0000 | total_return = 5530.0000
I0611 12:39:14.630512 139897657034560 terminal_logging.py:55] episode = 6284 | episode_len = 9 | episode_return = 1.0000 | steps = 56556 | total_regret = 754.0000 | total_return = 5530.0000
I0611 12:39:14.665360 139897657034560 terminal_logging.py:55] episode = 6285 | episode_len = 9 | episode_return = 1.0000 | steps = 56565 | total_regret = 754.0000 | total_return = 5531.0000
I0611 12:39:14.665360 139897657034560 terminal_logging.py:55] episode = 6285 | episode_len = 9 | episode_return = 1.0000 | steps = 56565 | total_regret = 754.0000 | total_return = 5531.0000
I0611 12:39:14.699024 139897657034560 terminal_logging.py:55] episode = 6286 | episode_len = 9 | episode_return = 1.0000 | steps = 56574 | total_regret = 754.0000 | total_return = 5532.0000
I0611 12:39:14.699024 139897657034560 terminal_logging.py:55] episode = 6286 | episode_len = 9 | episode_return = 1.0000 | steps = 56574 | total_regret = 754.0000 | total_return = 5532.0000
I0611 12:39:14.733510 139897657034560 terminal_logging.py:55] episode = 6287 | episode_len = 9 | episode_return = -1.0000 | steps = 56583 | total_regret = 756.0000 | total_return = 5531.0000
I0611 12:39:14.733510 139897657034560 terminal_logging.py:55] episode = 6287 | episode_len = 9 | episode_return = -1.0000 | steps = 56583 | total_regret = 756.0000 | total_return = 5531.0000
I0611 12:39:14.770952 139897657034560 terminal_logging.py:55] episode = 6288 | episode_len = 9 | episode_return = 1.0000 | steps = 56592 | total_regret = 756.0000 | total_return = 5532.0000
I0611 12:39:14.770952 139897657034560 terminal_logging.py:55] episode = 6288 | episode_len = 9 | episode_return = 1.0000 | steps = 56592 | total_regret = 756.0000 | total_return = 5532.0000
I0611 12:39:14.808269 139897657034560 terminal_logging.py:55] episode = 6289 | episode_len = 9 | episode_return = 1.0000 | steps = 56601 | total_regret = 756.0000 | total_return = 5533.0000
I0611 12:39:14.808269 139897657034560 terminal_logging.py:55] episode = 6289 | episode_len = 9 | episode_return = 1.0000 | steps = 56601 | total_regret = 756.0000 | total_return = 5533.0000
I0611 12:39:14.844511 139897657034560 terminal_logging.py:55] episode = 6290 | episode_len = 9 | episode_return = 1.0000 | steps = 56610 | total_regret = 756.0000 | total_return = 5534.0000
I0611 12:39:14.844511 139897657034560 terminal_logging.py:55] episode = 6290 | episode_len = 9 | episode_return = 1.0000 | steps = 56610 | total_regret = 756.0000 | total_return = 5534.0000
I0611 12:39:14.879175 139897657034560 terminal_logging.py:55] episode = 6291 | episode_len = 9 | episode_return = 1.0000 | steps = 56619 | total_regret = 756.0000 | total_return = 5535.0000
I0611 12:39:14.879175 139897657034560 terminal_logging.py:55] episode = 6291 | episode_len = 9 | episode_return = 1.0000 | steps = 56619 | total_regret = 756.0000 | total_return = 5535.0000
I0611 12:39:14.913381 139897657034560 terminal_logging.py:55] episode = 6292 | episode_len = 9 | episode_return = 1.0000 | steps = 56628 | total_regret = 756.0000 | total_return = 5536.0000
I0611 12:39:14.913381 139897657034560 terminal_logging.py:55] episode = 6292 | episode_len = 9 | episode_return = 1.0000 | steps = 56628 | total_regret = 756.0000 | total_return = 5536.0000
I0611 12:39:14.969628 139897657034560 terminal_logging.py:55] episode = 6293 | episode_len = 9 | episode_return = 1.0000 | steps = 56637 | total_regret = 756.0000 | total_return = 5537.0000
I0611 12:39:14.969628 139897657034560 terminal_logging.py:55] episode = 6293 | episode_len = 9 | episode_return = 1.0000 | steps = 56637 | total_regret = 756.0000 | total_return = 5537.0000
I0611 12:39:15.005671 139897657034560 terminal_logging.py:55] episode = 6294 | episode_len = 9 | episode_return = 1.0000 | steps = 56646 | total_regret = 756.0000 | total_return = 5538.0000
I0611 12:39:15.005671 139897657034560 terminal_logging.py:55] episode = 6294 | episode_len = 9 | episode_return = 1.0000 | steps = 56646 | total_regret = 756.0000 | total_return = 5538.0000
I0611 12:39:15.042333 139897657034560 terminal_logging.py:55] episode = 6295 | episode_len = 9 | episode_return = 1.0000 | steps = 56655 | total_regret = 756.0000 | total_return = 5539.0000
I0611 12:39:15.042333 139897657034560 terminal_logging.py:55] episode = 6295 | episode_len = 9 | episode_return = 1.0000 | steps = 56655 | total_regret = 756.0000 | total_return = 5539.0000
I0611 12:39:15.078059 139897657034560 terminal_logging.py:55] episode = 6296 | episode_len = 9 | episode_return = 1.0000 | steps = 56664 | total_regret = 756.0000 | total_return = 5540.0000
I0611 12:39:15.078059 139897657034560 terminal_logging.py:55] episode = 6296 | episode_len = 9 | episode_return = 1.0000 | steps = 56664 | total_regret = 756.0000 | total_return = 5540.0000
I0611 12:39:15.114404 139897657034560 terminal_logging.py:55] episode = 6297 | episode_len = 9 | episode_return = 1.0000 | steps = 56673 | total_regret = 756.0000 | total_return = 5541.0000
I0611 12:39:15.114404 139897657034560 terminal_logging.py:55] episode = 6297 | episode_len = 9 | episode_return = 1.0000 | steps = 56673 | total_regret = 756.0000 | total_return = 5541.0000
I0611 12:39:15.165507 139897657034560 terminal_logging.py:55] episode = 6298 | episode_len = 9 | episode_return = 1.0000 | steps = 56682 | total_regret = 756.0000 | total_return = 5542.0000
I0611 12:39:15.165507 139897657034560 terminal_logging.py:55] episode = 6298 | episode_len = 9 | episode_return = 1.0000 | steps = 56682 | total_regret = 756.0000 | total_return = 5542.0000
I0611 12:39:15.207967 139897657034560 terminal_logging.py:55] episode = 6299 | episode_len = 9 | episode_return = 1.0000 | steps = 56691 | total_regret = 756.0000 | total_return = 5543.0000
I0611 12:39:15.207967 139897657034560 terminal_logging.py:55] episode = 6299 | episode_len = 9 | episode_return = 1.0000 | steps = 56691 | total_regret = 756.0000 | total_return = 5543.0000
I0611 12:39:15.244021 139897657034560 terminal_logging.py:55] episode = 6300 | episode_len = 9 | episode_return = 1.0000 | steps = 56700 | total_regret = 756.0000 | total_return = 5544.0000
I0611 12:39:15.244021 139897657034560 terminal_logging.py:55] episode = 6300 | episode_len = 9 | episode_return = 1.0000 | steps = 56700 | total_regret = 756.0000 | total_return = 5544.0000
I0611 12:39:15.279045 139897657034560 terminal_logging.py:55] episode = 6301 | episode_len = 9 | episode_return = 1.0000 | steps = 56709 | total_regret = 756.0000 | total_return = 5545.0000
I0611 12:39:15.279045 139897657034560 terminal_logging.py:55] episode = 6301 | episode_len = 9 | episode_return = 1.0000 | steps = 56709 | total_regret = 756.0000 | total_return = 5545.0000
I0611 12:39:15.363119 139897657034560 terminal_logging.py:55] episode = 6302 | episode_len = 9 | episode_return = 1.0000 | steps = 56718 | total_regret = 756.0000 | total_return = 5546.0000
I0611 12:39:15.363119 139897657034560 terminal_logging.py:55] episode = 6302 | episode_len = 9 | episode_return = 1.0000 | steps = 56718 | total_regret = 756.0000 | total_return = 5546.0000
I0611 12:39:15.400326 139897657034560 terminal_logging.py:55] episode = 6303 | episode_len = 9 | episode_return = 1.0000 | steps = 56727 | total_regret = 756.0000 | total_return = 5547.0000
I0611 12:39:15.400326 139897657034560 terminal_logging.py:55] episode = 6303 | episode_len = 9 | episode_return = 1.0000 | steps = 56727 | total_regret = 756.0000 | total_return = 5547.0000
I0611 12:39:15.434860 139897657034560 terminal_logging.py:55] episode = 6304 | episode_len = 9 | episode_return = 1.0000 | steps = 56736 | total_regret = 756.0000 | total_return = 5548.0000
I0611 12:39:15.434860 139897657034560 terminal_logging.py:55] episode = 6304 | episode_len = 9 | episode_return = 1.0000 | steps = 56736 | total_regret = 756.0000 | total_return = 5548.0000
I0611 12:39:15.491985 139897657034560 terminal_logging.py:55] episode = 6305 | episode_len = 9 | episode_return = 1.0000 | steps = 56745 | total_regret = 756.0000 | total_return = 5549.0000
I0611 12:39:15.491985 139897657034560 terminal_logging.py:55] episode = 6305 | episode_len = 9 | episode_return = 1.0000 | steps = 56745 | total_regret = 756.0000 | total_return = 5549.0000
I0611 12:39:15.529229 139897657034560 terminal_logging.py:55] episode = 6306 | episode_len = 9 | episode_return = 1.0000 | steps = 56754 | total_regret = 756.0000 | total_return = 5550.0000
I0611 12:39:15.529229 139897657034560 terminal_logging.py:55] episode = 6306 | episode_len = 9 | episode_return = 1.0000 | steps = 56754 | total_regret = 756.0000 | total_return = 5550.0000
I0611 12:39:15.565327 139897657034560 terminal_logging.py:55] episode = 6307 | episode_len = 9 | episode_return = 1.0000 | steps = 56763 | total_regret = 756.0000 | total_return = 5551.0000
I0611 12:39:15.565327 139897657034560 terminal_logging.py:55] episode = 6307 | episode_len = 9 | episode_return = 1.0000 | steps = 56763 | total_regret = 756.0000 | total_return = 5551.0000
I0611 12:39:15.599619 139897657034560 terminal_logging.py:55] episode = 6308 | episode_len = 9 | episode_return = 1.0000 | steps = 56772 | total_regret = 756.0000 | total_return = 5552.0000
I0611 12:39:15.599619 139897657034560 terminal_logging.py:55] episode = 6308 | episode_len = 9 | episode_return = 1.0000 | steps = 56772 | total_regret = 756.0000 | total_return = 5552.0000
I0611 12:39:15.634482 139897657034560 terminal_logging.py:55] episode = 6309 | episode_len = 9 | episode_return = 1.0000 | steps = 56781 | total_regret = 756.0000 | total_return = 5553.0000
I0611 12:39:15.634482 139897657034560 terminal_logging.py:55] episode = 6309 | episode_len = 9 | episode_return = 1.0000 | steps = 56781 | total_regret = 756.0000 | total_return = 5553.0000
